DOCULECT	GLOSS	IPA
TommoSoTongoTongo	bracelet	nùmɔ́+wàrè+j
TommoSoTongoTongo	bracelet	nùmɔ̀+kɔ̀kɔ́+lɔ́wà+rèj
TommoSoTongoTongo	bracelet	sɛ́n+dʒɛ́
TomoKanSegue	bracelet	sàn+dʒá
ToroTegu	bracelet	lɔ́tè.è~+sù
ToroTegu	bracelet	té.é~sú
YandaDom	bracelet	nùmà+mɛ̀nú
YornoSo	bracelet	nɔ̀j.∼+mɛ̀nij~
BankanTey	necklace	kɔ̀rɔ̀+dúwà
BenTey	necklace	kɔ̀rɔ̀+dúwɔ̀
Bunoge	necklace	kɔ́l+lɛ̀
DogulDomBendiely	necklace	dùɡéé+ɡù
DogulDomKundialang	necklace	dùɡɛ̀.ɛ́+ɡ
DonnoSo	necklace	dùɡɛ̌+j
JamsayGourou	necklace	dù+ɡɔ́
JamsayDouentza	necklace	dú+ɡɔ́
JamsayDouentza	necklace	kɔ̀rɔ́+dú+ɡɔ̀
Mombo	necklace	kí.í+ŋ.ɡú
BonduSoNajamba	necklace	dú+ɡà.à
Nanga	necklace	dùɡàn+dʒâ
Penange	necklace	pár+jè
PergeTegu	necklace	dùɡɔ̀í.ì~
PergeTegu	necklace	dùɡɔ̀ì.ì~+kɔ̀rɔ́
TebulUre	necklace	dùɡàí+jɛ̀
Tiranige	necklace	dùdʒɛ̀
TogoKan	necklace	kɔ̀rɔ̀+dìŋɛ̀.ɛ́
TommoSoTongoTongo	necklace	dú+ɡɔ́
TomoKanSegue	necklace	dʒìɡè~
TomoKanSegue	necklace	kɔ̀lɔ̀+dʒìɡè~
ToroTegu	necklace	dù+ɡɔ́
YandaDom	necklace	kɔ̀lɔ̀+dùɡɔ̌+j
YandaDom	necklace	kɔ̀lɔ̀+dù+ɡá
YornoSo	necklace	dùɡɔ̀j
YornoSo	necklace	dú+ɡɔ́
BankanTey	earring	sùn+ɲír.∼é+j
BankanTey	earring	sùn+dʒí.ídì
BenTey	earring	sù.ùr.∼ù+búkú+lí.ì
DogulDomBendiely	earring	káŋè
DogulDomKundialang	earring	búɡù+l
DonnoSo	earring	búɡù+lù
JamsayGourou	earring	sùŋù+n.ɡí+dù
JamsayDouentza	earring	búkú+lù
JamsayDouentza	earring	sûn+búkú+lù
Mombo	earring	sùɡù+lètù+lé
BonduSoNajamba	earring	sùn+sàɡá+ŋ.ɡó
Nanga	earring	sùŋù+r.∼ùɡè+rèɡá+rá
Penange	earring	búk+kûl
PergeTegu	earring	sùŋù+r.∼ùɡé+l+ɡé
TebulUre	earring	sùnò+mɛ̀+n.dí+jɛ́
Tiranige	earring	sùŋù+nùjè+lèjè+lé
TogoKan	earring	sùɡù+rùdʒè.è+lé
TommoSoTongoTongo	earring	sùɡù+lùdʒè+lèj
TomoKanSegue	earring	sùɡù+dʒìɡè~
ToroTegu	earring	súɡú+rúlì+sà
YandaDom	earring	sún+zèré+ɡè
YornoSo	earring	dʒèlè+dʒálá
BankanTey	ring (on finger)	nà.àsà.á
BenTey	ring (on finger)	nà.àsì+mɛ́.ɛ́ní.í
BenTey	ring (on finger)	nà.àsà+ɣá
Bunoge	ring (on finger)	nùmɛ́+sì.íwò
DogulDomKundialang	ring (on finger)	nùmɔ̀+mén+nùŋ
DonnoSo	ring (on finger)	nùmɔ́+mɛ̀n+nù
JamsayDouentza	ring (on finger)	nùmò+sàɣá
Mombo	ring (on finger)	nɛ̀.ɛ̀sí.í+pé+ɡè
BonduSoNajamba	ring (on finger)	nùmà+sɛ́+n.dɔ̀.ɔ̀+sà+ɡà+ŋ.ɡò
Nanga	ring (on finger)	nà.àmɛ́.ɛ́+n.dí
Nanga	ring (on finger)	là.àsì+rìndʒâ+sàr+tì
Penange	ring (on finger)	nɛ̀.ɛ̀pè+ɡúsè
PergeTegu	ring (on finger)	nùw.∼òšì.ì~í.í+nɛ́+m
TebulUre	ring (on finger)	nùmà.à+mɛ̀+n.dí+jɛ́
Tiranige	ring (on finger)	númá+sèlè+n.dé
TogoKan	ring (on finger)	nùmɔ̀+sàsà+ɡá
TommoSoTongoTongo	ring (on finger)	nùmɔ̀+sǎj+mɛ̀n+nì
TomoKanSegue	ring (on finger)	nùmà+sɛ̀ʔɛ̀~
ToroTegu	ring (on finger)	lɔ̀sà+ɡá
YandaDom	ring (on finger)	nùmà+sén+zè
YornoSo	ring (on finger)	nɔ̀j.∼+sà+ɡàj
BenTey	bead	dùwɔ̀í.ì
DogulDomKundialang	bead	dùɡɛ̀.ɛ́+ɡ
JamsayDouentza	bead	dùɡɔ̀í.ì~
Mombo	bead	pàd+jé
TebulUre	bead	dùɡàí+jɛ̀
TommoSoTongoTongo	bead	dùɡɔ̀j
ToroTegu	bead	dùɡɔ̀ì+sɛ̌j~
Ampari	drink (sth)	nɔɛ́
BankanTey	drink (sth)	n+ɔ́
BenTey	drink (sth)	n+ɔ̌
Bunoge	drink (sth)	nɛ́.ɛ̀
DogulDomBendiely	drink (sth)	nɛ̀.ɛ́
DogulDomKundialang	drink (sth)	nɛ̀.ɛ́
DonnoSo	drink (sth)	nɔ́ɛ̀
JamsayGourou	drink (sth)	nɔ̀.ɔ́
JamsayDouentza	drink (sth)	nɔ̀.ɔ́
JamsayMondoro	drink (sth)	nɔ̀.ɔ́
Mombo	drink (sth)	nj+ɛ́.ɛ́
BonduSoNajamba	drink (sth)	n+ɛ́
Nanga	drink (sth)	nɔ̀.ɔ́
Penange	drink (sth)	nɛ́.ɛ́
PergeTegu	drink (sth)	nɛ̀.ɛ́
TebulUre	drink (sth)	ɲ+ɛ́
Tiranige	drink (sth)	ɲɛ̀.ɛ̀
TogoKan	drink (sth)	nɔ̀.ɔ́
TommoSoTongoTongo	drink (sth)	nɔ́.ɔ́
TomoKanSegue	drink (sth)	nw+ɛ̀.ɛ̀
ToroTegu	drink (sth)	n+ɛ́
YandaDom	drink (sth)	nìj.∼+ɛ́
YornoSo	drink (sth)	nɔ̀.ɔ́
BankanTey	thirst	nì.ìnɔ̌+n
BenTey	thirst	nì.ìnɔ̀+r.∼ú
Bunoge	thirst	ɡɔ́.ɔ́kò+ɡà
DogulDomBendiely	thirst	ɲúnɔ̀.ɔ̀+n
DogulDomKundialang	thirst	ɲùlɔ̀.ɔ́+n
DogulDomKundialang	thirst	ɲùnɔ̀.ɔ́+n
DonnoSo	thirst	dì.ìnɔ̀.ɔ̀+lú
JamsayDouentza	thirst	nì.ìnɔ̌+n
JamsayMondoro	thirst	nì.ìnɔ̌+n
Mombo	thirst	mì.ìkú+ŋ.ɡá
BonduSoNajamba	thirst	ndʒé+ŋ.ɡó
Nanga	thirst	nì.ìnɔ̀.ɔ̀+r.∼í
Penange	thirst	mì.ìkù+ɡá
PergeTegu	thirst	nì.ìnɔ̀+r.∼ú
TebulUre	thirst	ìn.dʒì+r+ɡó
Tiranige	thirst	kɔ̀rɛ̀
Tiranige	thirst	mí.íkɔ̀+rɛ́
TogoKan	thirst	dì.ìnɔ̀.ɔ̀+r.∼ú
TommoSoTongoTongo	thirst	dììnɔ̌+j
TomoKanSegue	thirst	dʒí.ínɔ̀
ToroTegu	thirst	nɛ̀nɛ̀+r.∼ú
YandaDom	thirst	ì+ŋ.ɡì+nì.ì
YornoSo	thirst	dì.ìní.ì
BankanTey	(any) alcoholic beverage	kɔ̀zɔ́
BenTey	(any) alcoholic beverage	kɔ̀n+dʒɔ́
DogulDomBendiely	(any) alcoholic beverage	kɔ́+ɲdʒɔ́
JamsayDouentza	(any) alcoholic beverage	kɔ̀ɲɔ́
Mombo	(any) alcoholic beverage	kɔ́+n.d+jɔ̀
BonduSoNajamba	(any) alcoholic beverage	kɔ̀n+dʒɛ́+ŋ.ɡé
Nanga	(any) alcoholic beverage	kɔ̀n+dʒɔ́
PergeTegu	(any) alcoholic beverage	kɔ̀n+dʒɔ́
TogoKan	(any) alcoholic beverage	kɛ̀ɲɛ́
TommoSoTongoTongo	(any) alcoholic beverage	kɔ̀n+dʒɔ́
ToroTegu	(any) alcoholic beverage	kɔ̀.∼sɔ́
YandaDom	(any) alcoholic beverage	kɔ̀n+zɔ̀
YornoSo	(any) alcoholic beverage	kɔ̀ɲɔ́
Ampari	water	mí.í
BankanTey	water	ní.ì
BenTey	water	ní.ì
Bunoge	water	ɡɔ́
DogulDomBendiely	water	ʔɲì
DogulDomBendiely	water	ʔɲù
DogulDomKundialang	water	nɲù
DonnoSo	water	dí.ì
JamsayGourou	water	ní.í
JamsayDouentza	water	ní.í
JamsayMondoro	water	ní.í
Mombo	water	mí.ì
BonduSoNajamba	water	í+ŋ.ɡé
BonduSoNajamba	water	ín.dʒé
Nanga	water	ní.ì
Penange	water	mì.ì
PergeTegu	water	ní.í
TebulUre	water	ín.dʒé
Tiranige	water	mí.í
TogoKan	water	dí.í
TommoSoTongoTongo	water	díí
TomoKanSegue	water	dʒí.í
ToroTegu	water	ní
YandaDom	water	ín.dʒú
YornoSo	water	dì.í
BankanTey	milk	ɛ́mmɛ̀+j~
BenTey	milk	ɛ́w.∼ɛ̀j~
Bunoge	milk	ʔɛ̀mɛ̀+ŋ.ɡè
DogulDomBendiely	milk	éè+m
DogulDomBendiely	milk	íì+m
DogulDomKundialang	milk	ê+m
DonnoSo	milk	írù
JamsayGourou	milk	ɛ̂+m
JamsayDouentza	milk	ɛ̂+m
JamsayMondoro	milk	ɛ̂+m
Mombo	milk	ɛ́+mɛ́
BonduSoNajamba	milk	ɛ́mɛ̀.ɛ̀
Nanga	milk	ɛ́+mɛ̂
Penange	milk	ɛ́mɛ́.ɛ́+ŋ.ɡé
PergeTegu	milk	ɛ̂+m
TebulUre	milk	ɛ́mnɛ́
Tiranige	milk	ɛ̀mɛ̀+ŋ.ɡè
TogoKan	milk	írí
TommoSoTongoTongo	milk	é+m
TomoKanSegue	milk	nà.àʔì.ì~
ToroTegu	milk	ɛ̂+m
YandaDom	milk	ɛ́+mɛ́
YornoSo	milk	ɛ̂+m
BankanTey	milk (verb), draw milk from (cow, goat)	ɛ́mɛ́
BenTey	milk (verb), draw milk from (cow, goat)	ɛ́w.∼+ɛ́
Bunoge	milk (verb), draw milk from (cow, goat)	ʔɛ́m+ɛ̀
DogulDomKundialang	milk (verb), draw milk from (cow, goat)	ém+è
DonnoSo	milk (verb), draw milk from (cow, goat)	ém+è
JamsayGourou	milk (verb), draw milk from (cow, goat)	pór.∼+ó
JamsayDouentza	milk (verb), draw milk from (cow, goat)	ɛ́w.∼+ɛ́
JamsayMondoro	milk (verb), draw milk from (cow, goat)	ɛ́w.∼+ɛ́
Mombo	milk (verb), draw milk from (cow, goat)	nà.àp+é+dʒé
BonduSoNajamba	milk (verb), draw milk from (cow, goat)	ɛ́mɛ́
Nanga	milk (verb), draw milk from (cow, goat)	ɛ́mɛ́
Penange	milk (verb), draw milk from (cow, goat)	pɛ́n+dʒɛ́
PergeTegu	milk (verb), draw milk from (cow, goat)	ɛ́w.∼+ɛ́
TebulUre	milk (verb), draw milk from (cow, goat)	ɛ́mɛ́
TebulUre	milk (verb), draw milk from (cow, goat)	ɛ́mɛ́
Tiranige	milk (verb), draw milk from (cow, goat)	ɛ́mɔ́
TogoKan	milk (verb), draw milk from (cow, goat)	pír.∼+í
TommoSoTongoTongo	milk (verb), draw milk from (cow, goat)	émém+é
TomoKanSegue	milk (verb), draw milk from (cow, goat)	ìrìp+í+ní
ToroTegu	milk (verb), draw milk from (cow, goat)	ɛ́w.∼+á
YandaDom	milk (verb), draw milk from (cow, goat)	ém+ɛ́
YornoSo	milk (verb), draw milk from (cow, goat)	ɛ́w.∼+ɛ́
BankanTey	honey	jěj
BenTey	honey	jěj
Bunoge	honey	ʔí+ɡè
DogulDomBendiely	honey	úwùŋ
DogulDomKundialang	honey	ù.úŋ
DonnoSo	honey	ì+ɡɛ́
JamsayGourou	honey	jùŋú
JamsayDouentza	honey	jùŋ+ní.í
JamsayDouentza	honey	jǔŋ
Mombo	honey	í+ɡè
BonduSoNajamba	honey	ndʒì.í
Nanga	honey	ò.ò+n.dó
Nanga	honey	ò.ò+n.dò+ní.ì
Penange	honey	ì+ɡè
PergeTegu	honey	kàw.∼à+jò+ŋ.ɡú
PergeTegu	honey	kàw.∼à+jǒŋ
TebulUre	honey	ìdé
Tiranige	honey	í.í+ɡé
TogoKan	honey	tɛ̀.ɛ́
TommoSoTongoTongo	honey	ììjé
TomoKanSegue	honey	tʃà.à
ToroTegu	honey	ìwó
YandaDom	honey	ìzèŋ
YornoSo	honey	jɛ̌j~
YornoSo	honey	ɲɛ̌j~
BankanTey	beeswax	jèj+kákâ+w
BenTey	beeswax	dà.á
DonnoSo	beeswax	kábù
JamsayDouentza	beeswax	jùŋ+dà.á
JamsayDouentza	beeswax	dà.á
Mombo	beeswax	ɔ̀mɔ̀nɔ̀+sé
BonduSoNajamba	beeswax	ndʒì.ìɲá.à+ŋ.ɡò
Nanga	beeswax	tɛ̀.ɛ̀~
PergeTegu	beeswax	tɛ̀.ɛ́
PergeTegu	beeswax	kàw.∼à+jò+ŋ.ɡù+tɛ̀.ɛ́
Tiranige	beeswax	í.íɡétì+jɔ́
TommoSoTongoTongo	beeswax	ɡènù+ɡe
ToroTegu	beeswax	tʃɛ̀tá
DogulDomBendiely	beehive (in trees or rocks)	kóbú+ŋ
JamsayDouentza	beehive (in trees or rocks)	jù+ŋkǒ+w
Mombo	beehive (in trees or rocks)	kóbù
TogoKan	beehive (in trees or rocks)	kɔ̀ɡɔ̀+dʒúŋú+pó+mò
TommoSoTongoTongo	beehive (in trees or rocks)	kóbú
ToroTegu	beehive (in trees or rocks)	kà.àjǔ+ŋìlò
Ampari	eat (meal)	j+ɛ̀
BankanTey	eat (meal)	ɲ+ɛ́
BenTey	eat (meal)	ɲ+ɛ́
Bunoge	eat (meal)	dʒɛ́.ɛ̀
DogulDomBendiely	eat (meal)	ɲɛ̀.ɛ́
DogulDomKundialang	eat (meal)	ɲɛ̀.ɛ́
DonnoSo	eat (meal)	ɲɛ́.ɛ̀
JamsayGourou	eat (meal)	ɲɛ́.ɛ́
JamsayDouentza	eat (meal)	ɲɛ́.ɛ́
Mombo	eat (meal)	ɲɛ́.ɛ́
BonduSoNajamba	eat (meal)	kw+ɛ́
Nanga	eat (meal)	kɔ́.ɔ́
Penange	eat (meal)	ɲɛ́.ɛ́
PergeTegu	eat (meal)	ɲɛ́.ɛ́
TebulUre	eat (meal)	ɲ+ɛ́
Tiranige	eat (meal)	ɲɛ̀.ɛ̀
TogoKan	eat (meal)	ɲ+í.í
TommoSoTongoTongo	eat (meal)	nj+ɛ́
TomoKanSegue	eat (meal)	ɲɛ́.ɛ́
ToroTegu	eat (meal)	l+ɛ́
YandaDom	eat (meal)	ʔə́ɲ+ɛ́
YornoSo	eat (meal)	k+á.á
BankanTey	chew (e.g. a tough piece of meat)	tó.ór+ó
BenTey	chew (e.g. a tough piece of meat)	tóɡ+ó+ró
Bunoge	chew (e.g. a tough piece of meat)	sáɡ+á+mì
DogulDomKundialang	chew (e.g. a tough piece of meat)	tɛ́m+ɛ̀
DonnoSo	chew (e.g. a tough piece of meat)	tɛ́m+ɛ̀
JamsayDouentza	chew (e.g. a tough piece of meat)	tóɡ+ó+ró
Mombo	chew (e.g. a tough piece of meat)	dòn+ì+séɡ+ámì
BonduSoNajamba	chew (e.g. a tough piece of meat)	tóɡ+í+l
Nanga	chew (e.g. a tough piece of meat)	tóɡ+ó+ró
Penange	chew (e.g. a tough piece of meat)	sáɡ+á+mì
PergeTegu	chew (e.g. a tough piece of meat)	tóɡ+ó+ró
TebulUre	chew (e.g. a tough piece of meat)	ɡòɡ+ó
Tiranige	chew (e.g. a tough piece of meat)	tɛ́m+ɔ́
TogoKan	chew (e.g. a tough piece of meat)	tɛ́w.∼+ɛ́
TommoSoTongoTongo	chew (e.g. a tough piece of meat)	tóɡ+ú+ló
TomoKanSegue	chew (e.g. a tough piece of meat)	sàʔ+à+mí
ToroTegu	chew (e.g. a tough piece of meat)	tóɡ+ú+ró
YandaDom	chew (e.g. a tough piece of meat)	tóɡ+ó+ló
YornoSo	chew (e.g. a tough piece of meat)	tóɡ+ó+lóm+ɔ́
BankanTey	hunger (noun)	kɔ́.ɔ̀
BenTey	hunger (noun)	kɔ́.ɔ̀
Bunoge	hunger (noun)	kò+ɡà
DogulDomBendiely	hunger (noun)	ɡìjá
DogulDomKundialang	hunger (noun)	ɡìjà.á
DonnoSo	hunger (noun)	ɡɛ̀.ɛ́
JamsayGourou	hunger (noun)	ɡɛ̀.ɛ́
JamsayDouentza	hunger (noun)	dʒɛ̀.ɛ́
JamsayMondoro	hunger (noun)	dʒɛ̀.ɛ́
Mombo	hunger (noun)	kú+ɡɔ́
BonduSoNajamba	hunger (noun)	ɡà.à+ɡó
Nanga	hunger (noun)	ɡìjá
Penange	hunger (noun)	kù+ɡà
PergeTegu	hunger (noun)	ɡɛ̀.ɛ́
TebulUre	hunger (noun)	dʒà.á
Tiranige	hunger (noun)	kɔ̀rɛ̀
TogoKan	hunger (noun)	ɡɛ̀.ɛ́
TommoSoTongoTongo	hunger (noun)	ɡíjɛ́
TomoKanSegue	hunger (noun)	dʒà.à
ToroTegu	hunger (noun)	àrkí+rì
YandaDom	hunger (noun)	dʒà.à
YornoSo	hunger (noun)	ɡɛ̀.ɛ́
BankanTey	famine, widespread and serious hunger	kɔ́.ɔ̀
BenTey	famine, widespread and serious hunger	kɔ́.ɔ̀
JamsayDouentza	famine, widespread and serious hunger	dʒɛ̀.ɛ́
Mombo	famine, widespread and serious hunger	kú+ɡɔ́
BonduSoNajamba	famine, widespread and serious hunger	ɡà.à+ɡó
Nanga	famine, widespread and serious hunger	ɡìjá
PergeTegu	famine, widespread and serious hunger	ɡɛ̀.ɛ́
TogoKan	famine, widespread and serious hunger	ɡɛ̀.ɛ́
TommoSoTongoTongo	famine, widespread and serious hunger	bààtɛ̀+bú
TommoSoTongoTongo	famine, widespread and serious hunger	bààjà+mú
TommoSoTongoTongo	famine, widespread and serious hunger	ɡíjɛ́à+nàɡù+dù
ToroTegu	famine, widespread and serious hunger	dʒɛ̀wá
YandaDom	famine, widespread and serious hunger	dʒà.à
YornoSo	famine, widespread and serious hunger	ɡɛ̀.ɛ́
BankanTey	lick	dɛ̀.ɛ́
BenTey	lick	dɛ̀ɡ+ɛ́
Bunoge	lick	dɛ́l+ɛ̀
DogulDomBendiely	lick	dɛ̀ɡ+ɛ́
DogulDomKundialang	lick	dɛ̀ɡ+ɛ́
DonnoSo	lick	dɛ̀ɡ+ɛ́
JamsayGourou	lick	dɛ̀ɡ+ɛ́
JamsayDouentza	lick	dɛ̀ɡ+ɛ́
Mombo	lick	nɛ́l+ɛ́
BonduSoNajamba	lick	nɛ́ɡ+ɛ́
Nanga	lick	dɛ̀ɡ+ɛ́
Penange	lick	nɛ́l+ɛ́
PergeTegu	lick	dɛ̀ɡ+ɛ́
TebulUre	lick	dɛ̀ɡ+ɛ́
Tiranige	lick	nɛ́l+ɔ́
TogoKan	lick	dɛ̀ɡ+ɛ́
TommoSoTongoTongo	lick	dɛ̀ɡ+ɛ́
TomoKanSegue	lick	dʒɛ̀ʔ+ɛ̀
ToroTegu	lick	dɛ̀ɡ+á
YandaDom	lick	dɛ̀ɡ+ɛ́
YornoSo	lick	dɛ̀ɡ+ɛ́
BankanTey	suck (e.g. candy)	ɔ́z+í
BenTey	suck (e.g. candy)	ɔ́n.dʒ+í
Bunoge	suck (e.g. candy)	bɔ́n+dʒɛ̀
DogulDomBendiely	suck (e.g. candy)	ɔ̀ɲdʒ+ɛ́
DogulDomKundialang	suck (e.g. candy)	ɔ́n.dʒ+ɛ̀
DonnoSo	suck (e.g. candy)	ɔ́n.dʒ+ɛ̀
JamsayGourou	suck (e.g. candy)	ɔ́sɔ́
JamsayDouentza	suck (e.g. candy)	ɔ́ɲɔ́
JamsayMondoro	suck (e.g. candy)	ɔ́ɲɔ́
Mombo	suck (e.g. candy)	míl+ɛ́
BonduSoNajamba	suck (e.g. candy)	ón.dʒ+í
Nanga	suck (e.g. candy)	ɔ́n.dʒ+í
Penange	suck (e.g. candy)	ɲɛ́.ɛ́
PergeTegu	suck (e.g. candy)	ɔ́n.dʒ+ɔ́
TebulUre	suck (e.g. candy)	ón.d+ó
Tiranige	suck (e.g. candy)	ón.dʒ+ó
TogoKan	suck (e.g. candy)	ɔ́ɲɔ́
TommoSoTongoTongo	suck (e.g. candy)	ɔ́n.dʒ+ɔ́
TomoKanSegue	suck (e.g. candy)	ʔɔ́n+dʒɛ́
ToroTegu	suck (e.g. candy)	ɔ́~sɔ́
YandaDom	suck (e.g. candy)	úmz+ó
YornoSo	suck (e.g. candy)	ɔ́ɲɔ́
BankanTey	swallow	mìr.∼+é
BenTey	swallow	mìr.∼+ɛ́
Bunoge	swallow	míl+ɛ̀
DogulDomBendiely	swallow	mìn+ɛ́
DogulDomKundialang	swallow	mìn+ɛ́
DonnoSo	swallow	mìn+ɛ́
JamsayGourou	swallow	mìr.∼+ɛ́
JamsayDouentza	swallow	mìr.∼+é
Mombo	swallow	mí.ín.d+ɛ̀
BonduSoNajamba	swallow	mìn+ɛ́
Nanga	swallow	mìr.∼+é
Nanga	swallow	mìr.∼+ɛ́
Penange	swallow	míl+ɛ́
PergeTegu	swallow	mìr.∼+é
TebulUre	swallow	mìn+ɛ́
TebulUre	swallow	mìr.∼+ɛ́
Tiranige	swallow	mín+ó
TogoKan	swallow	mír.∼+í
TommoSoTongoTongo	swallow	mìn+ɛ́
TomoKanSegue	swallow	mìn+ɛ̀
ToroTegu	swallow	mìr+á
YandaDom	swallow	mìr.∼+ɛ́
YornoSo	swallow	mɛ̀r.∼+ɛ́
BankanTey	(act of) fasting	mb+ù.ù+pǎj
BankanTey	(act of) fasting	kɔ́r+kà
BenTey	(act of) fasting	mò.òp+à+ɡí.ì
DogulDomKundialang	(act of) fasting	kór+kà
DonnoSo	(act of) fasting	kɔ́r+ɡɔ̀
JamsayDouentza	(act of) fasting	kà.àp+à+ɡú
Mombo	(act of) fasting	kɔ́r+kà
BonduSoNajamba	(act of) fasting	ìbìp+á+ɡíl+é
Nanga	(act of) fasting	nɔ̀.ɔ̀p+à+ɡí
Penange	(act of) fasting	sú.ú~túl+é
Penange	(act of) fasting	sú.ú~nìb+ò
PergeTegu	(act of) fasting	kà.àp+à+ɡú
TebulUre	(act of) fasting	mb+ù+pàɡ+ú
Tiranige	(act of) fasting	ɔ̀mɔ̀p+á+ɡá
TogoKan	(act of) fasting	kà~pàɡ+ú
TommoSoTongoTongo	(act of) fasting	àŋàp+à+ɡú
TommoSoTongoTongo	(act of) fasting	kɔ́r+kà
TomoKanSegue	(act of) fasting	sú+~
ToroTegu	(act of) fasting	kàp+á+ɡú
YandaDom	(act of) fasting	mb+ò+pàɡ+ù
YornoSo	(act of) fasting	àŋàp+à+ɡú
BankanTey	meal (cooked)	ɲɛ̌j~
BenTey	meal (cooked)	ɲɛ̌j~
Bunoge	meal (cooked)	páná+ŋ.ɡè
DogulDomBendiely	meal (cooked)	ɲàáŋ
DogulDomKundialang	meal (cooked)	ɲà.áŋ
DogulDomKundialang	meal (cooked)	pàná
DonnoSo	meal (cooked)	ɲà.á
JamsayGourou	meal (cooked)	pàná
JamsayDouentza	meal (cooked)	ɲà.á
Mombo	meal (cooked)	ɲá.à
BonduSoNajamba	meal (cooked)	màná.à
Nanga	meal (cooked)	ɲà.á
Penange	meal (cooked)	ɲà.à
PergeTegu	meal (cooked)	dʒá.á
TebulUre	meal (cooked)	zá
Tiranige	meal (cooked)	ɲà.à+ŋ.ɡè
TommoSoTongoTongo	meal (cooked)	dʒáá
TomoKanSegue	meal (cooked)	ɲà.à
TomoKanSegue	meal (cooked)	pànà
ToroTegu	meal (cooked)	lɛ́
YandaDom	meal (cooked)	zá
YornoSo	meal (cooked)	dʒá.à
BankanTey	food, sustenance	ŋɡú.ú+rèj
BenTey	food, sustenance	mò.òɲɛ̌+j~
BenTey	food, sustenance	ɲɛ́.ɛ́r.∼ɛ́
BenTey	food, sustenance	mò.òɲɛ́.ɛ́+r.∼ɛ́
Bunoge	food, sustenance	dʒí
DogulDomBendiely	food, sustenance	ɲɛ́.ɛ́lɛ̀
DogulDomKundialang	food, sustenance	ɲɛ̀.ɛ̀lɛ́
DonnoSo	food, sustenance	pàná
JamsayDouentza	food, sustenance	kà.àɲǐ+j~
Mombo	food, sustenance	ɛ́ɲɔ́+ɡɔ̀
BonduSoNajamba	food, sustenance	kwɛ́+ŋ.ɡò
BonduSoNajamba	food, sustenance	ìbìk+wɛ́+ŋ.ɡò
Nanga	food, sustenance	nɔ̀.ɔ̀ɲà.á
Nanga	food, sustenance	pà+n.dá
Penange	food, sustenance	ɲɔ̀.ɔ̀n+dʒé
PergeTegu	food, sustenance	kà.àɲɛ̀.ɛ̀+r.∼ɛ́
TebulUre	food, sustenance	ɲɛ́+ŋ.ɡɛ́
Tiranige	food, sustenance	ɲɛ́lɛ́
Tiranige	food, sustenance	ŋ.ɡù.ù+rɛ́
TogoKan	food, sustenance	ɲà.á
TogoKan	food, sustenance	pàná
TommoSoTongoTongo	food, sustenance	dɛ̀nɛ́
TomoKanSegue	food, sustenance	ɲí.ín+dʒé
ToroTegu	food, sustenance	kàlɛ́
YornoSo	food, sustenance	pàná
YornoSo	food, sustenance	ɲɛ̀.ɛ̀r.∼ɛ́
BankanTey	breakfast	kɔ̀.ɔ̀dʒɛ̀+ɡó+m.bò
BenTey	breakfast	ɔ̀mɔ̀ɲɛ̌+j~
Bunoge	breakfast	tàʔ+jìkò.ò+ʔjó
DogulDomBendiely	breakfast	dàrà+ɡá
DogulDomKundialang	breakfast	dàrà+ɡá
DonnoSo	breakfast	dàrà+ɡá
JamsayGourou	breakfast	jèj+sè.èj.∼à.á
JamsayDouentza	breakfast	kɔ́.ɔ́dʒɔ̀
Mombo	breakfast	tádʒú+ɡó.ódʒì
BonduSoNajamba	breakfast	èɡàtá+bù.ù
Nanga	breakfast	kɔ̀r.∼ɔ̀+ŋɔ̀j.∼+dàr+ɡá
Nanga	breakfast	dàr+ɡá
Penange	breakfast	tádʒí+kó.ódʒô+l
PergeTegu	breakfast	kó.ódʒò
TebulUre	breakfast	dàrà+ká
Tiranige	breakfast	dàrà+ɡá
Tiranige	breakfast	ɔ̀mɔ̀ká+ní
TogoKan	breakfast	à.àɡàɲà.á
TommoSoTongoTongo	breakfast	àɡàtà+bú
TommoSoTongoTongo	breakfast	dàrà+ɡá
TomoKanSegue	breakfast	ɲà.àlù+ɡù
TomoKanSegue	breakfast	ʔàʔà+ɲà.à
ToroTegu	breakfast	kàtú
YandaDom	breakfast	tádʒù+ɡòl
YornoSo	breakfast	dàrà+ɡá
YornoSo	breakfast	kìnɛ̀+tɛ̀+ɡú
BankanTey	lunch	mbù+rɔ̀+m.bú+rɔ̀
BenTey	lunch	kɛ̀lɛ̀+tɛ̌j
Bunoge	lunch	bá+mpà+nà+ŋ.ɡè
DogulDomBendiely	lunch	ìsìɡà+páná
DogulDomKundialang	lunch	ìsìɡà.à+pàná
DonnoSo	lunch	à.àɡàpà+ná
JamsayGourou	lunch	nìnú+w.∼òkɛ̀+ntɛ̀+ɡú
JamsayDouentza	lunch	tʃɛ̀+ntɛ̀+ɡú
Mombo	lunch	ɡílí
BonduSoNajamba	lunch	kè+ntě+ŋ.ɡò
BonduSoNajamba	lunch	kè+n.dà+tě+ŋ.ɡò
Nanga	lunch	kɔ̀r.∼ɔ̀+ŋɔ̀j.∼+pà+n.dá
Penange	lunch	dòjà.à+lò
PergeTegu	lunch	kɛ̀lɛ̀+tɛ̀+ɡú
TebulUre	lunch	ùdùnò+mdó
TiranigeBoui	lunch	pání+ŋ.ɡé
TiranigeNingo	lunch	pání+ɡé
