DOCULECT,GLOSS,IPA
JamsayDouentza,bracelet,m ɛ n
JamsayDouentza,bracelet,n u m o - k ɔ r ɔ - m ɛ n
Mombo,bracelet,n ɛɛ p a - r u d u - b e
BonduSoNajamba,bracelet,n u m a - s a g a - ŋ g o
Nanga,bracelet,s a r - t i
Nanga,bracelet,s a r - d i
Nanga,bracelet,n aa s a - r t i
Penange,bracelet,n ɛɛ t ɛ - n ɛ
PergeTegu,bracelet,n u wⁿ o - s a d - d u
TebulUre,bracelet,m ɛ - n d i - y ɛ
Tiranige,bracelet,n u m a - d u j ɛ
TogoKan,bracelet,n u m ɔ - m ɛ n
TommoSoTongoTongo,bracelet,n u m ɔ - w a r e - y
TommoSoTongoTongo,bracelet,n u m ɔ - k ɔ k ɔ - l ɔ w a - r e y
TommoSoTongoTongo,bracelet,s ɛ n - j ɛ
TomoKanSegue,bracelet,s a n - j a
ToroTegu,bracelet,l ɔ t ee ⁿ - s u
ToroTegu,bracelet,t ee ⁿ s u
YandaDom,bracelet,n u m a - m ɛ n u
YornoSo,bracelet,n ɔ yⁿ - m ɛ n i y - ⁿ
BankanTey,necklace,k ɔ r ɔ - d u w a
BenTey,necklace,k ɔ r ɔ - d u w ɔ
Bunoge,necklace,k ɔ l - l ɛ
DogulDomBendiely,necklace,d u g ee - g u
DogulDomKundialang,necklace,d u g ɛɛ - g
DonnoSo,necklace,d u g ɛ - y
JamsayGourou,necklace,d u - g ɔ
JamsayDouentza,necklace,d u - g ɔ
JamsayDouentza,necklace,k ɔ r ɔ - d u - g ɔ
Mombo,necklace,k ii - ŋ g u
BonduSoNajamba,necklace,d u - g aa
Nanga,necklace,d u g a n - j a
Penange,necklace,p a r - y e
PergeTegu,necklace,d u g ɔ ii - ⁿ
PergeTegu,necklace,d u g ɔ ii ⁿ - k ɔ r ɔ
TebulUre,necklace,d u g a i - y ɛ
Tiranige,necklace,d u j ɛ
TogoKan,necklace,k ɔ r ɔ - d i ŋ ɛɛ
TommoSoTongoTongo,necklace,d u - g ɔ
TomoKanSegue,necklace,j i g e - ⁿ
TomoKanSegue,necklace,k ɔ l ɔ - j i g e - ⁿ
ToroTegu,necklace,d u - g ɔ
YandaDom,necklace,k ɔ l ɔ - d u g ɔ - y
YandaDom,necklace,k ɔ l ɔ - d u - g a
YornoSo,necklace,d u g ɔ y
YornoSo,necklace,d u - g ɔ
BankanTey,earring,s u n - ɲ i rⁿ e - y
BankanTey,earring,s u n - j ii d i
BenTey,earring,s u s u - rⁿ u b u - k u l ii
DogulDomBendiely,earring,k a ŋ e
DogulDomKundialang,earring,b u g u - l
DonnoSo,earring,b u g u - l u
JamsayGourou,earring,s u ŋ u - n g i - d u
JamsayDouentza,earring,b u k u - l u
JamsayDouentza,earring,s u n - b u k u - l u
Mombo,earring,s u g u - l e t u - l e
BonduSoNajamba,earring,s u n - s a g a - ŋ g o
Nanga,earring,s u ŋ u - rⁿ u g e - r e g a - r a
Penange,earring,b u k - k u l
PergeTegu,earring,s u ŋ u - rⁿ u g e - l - g e
TebulUre,earring,s u n o - m ɛ - n d i - y ɛ
Tiranige,earring,s u ŋ u - n u y e - l e y e - l e
TogoKan,earring,s u g u - r u j ee - l e
TommoSoTongoTongo,earring,s u g u - l u j e - l e y
TomoKanSegue,earring,s u g u - j i g e - ⁿ
ToroTegu,earring,s u g u - r u l i - s a
YandaDom,earring,s u n - z e r e - g e
YornoSo,earring,j e l e - j a l a
BankanTey,ring (on finger),n aa s aa
BenTey,ring (on finger),n aa s i - m ɛɛ n ii
BenTey,ring (on finger),n aa s a - ɣ a
Bunoge,ring (on finger),n u m ɛ - s ii w o
DogulDomKundialang,ring (on finger),n u m ɔ - m e n - n u ŋ
DonnoSo,ring (on finger),n u m ɔ - m ɛ n - n u
JamsayDouentza,ring (on finger),n u m o - s a ɣ a
Mombo,ring (on finger),n ɛɛ s ii - p e - g e
BonduSoNajamba,ring (on finger),n u m a - s ɛ - n d ɔɔ - s a - g a - ŋ g o
Nanga,ring (on finger),n aa m ɛɛ - n d i
Nanga,ring (on finger),l aa s i - r i n j a - s a r - t i
Penange,ring (on finger),n ɛɛ p e - g u s e
PergeTegu,ring (on finger),n u wⁿ o s ii ⁿ ii - n ɛ - m
TebulUre,ring (on finger),n u m aa - m ɛ - n d i - y ɛ
Tiranige,ring (on finger),n u m a - s e l e - n d e
TogoKan,ring (on finger),n u m ɔ - s a s a - g a
TommoSoTongoTongo,ring (on finger),n u m ɔ - s a y - m ɛ n - n i
TomoKanSegue,ring (on finger),n u m a - s ɛ ʔ ɛ - ⁿ
ToroTegu,ring (on finger),l ɔ s a - g a
YandaDom,ring (on finger),n u m a - s e n - z e
YornoSo,ring (on finger),n ɔ yⁿ - s a - g a y
BenTey,bead,d u w ɔ ii
DogulDomKundialang,bead,d u g ɛɛ - g
JamsayDouentza,bead,d u g ɔ ii - ⁿ
Mombo,bead,p a d - y e
TebulUre,bead,d u g a i - y ɛ
TommoSoTongoTongo,bead,d u g ɔ y
ToroTegu,bead,d u g ɔ i - s ɛ y - ⁿ
Ampari,drink (sth),n ɔ ɛ
BankanTey,drink (sth),n - ɔ
BenTey,drink (sth),n - ɔ
Bunoge,drink (sth),n ɛ - ɛ
DogulDomBendiely,drink (sth),n ɛɛ
DogulDomKundialang,drink (sth),n ɛ - ɛ
DonnoSo,drink (sth),n ɔ ɛ
JamsayGourou,drink (sth),n ɔ - ɔ
JamsayDouentza,drink (sth),n ɔ - ɔ
JamsayMondoro,drink (sth),n ɔ - ɔ
Mombo,drink (sth),n y ɛ - ɛ
BonduSoNajamba,drink (sth),n - ɛ
Nanga,drink (sth),n ɔ - ɔ
Penange,drink (sth),n ɛ - ɛ
PergeTegu,drink (sth),n ɛ - ɛ
TebulUre,drink (sth),ɲ - ɛ
Tiranige,drink (sth),ɲ ɛ - ɛ
TogoKan,drink (sth),n ɔ - ɔ
TommoSoTongoTongo,drink (sth),n ɔɔ
TomoKanSegue,drink (sth),n w ɛ - ɛ
ToroTegu,drink (sth),n - ɛ
YandaDom,drink (sth),n i yⁿ - ɛ
YornoSo,drink (sth),n ɔ - ɔ
BankanTey,thirst,n ii n ɔ - n
BenTey,thirst,n ii n ɔ - rⁿ u
Bunoge,thirst,g ɔɔ k o - g a
DogulDomBendiely,thirst,ɲ u n ɔɔ - n
DogulDomKundialang,thirst,ɲ u l ɔɔ - n
DogulDomKundialang,thirst,ɲ u n ɔɔ - n
DonnoSo,thirst,d ii n ɔɔ - l u
JamsayDouentza,thirst,n ii n ɔ - n
JamsayMondoro,thirst,n ii n ɔ - n
Mombo,thirst,m ii k u - ŋ g a
BonduSoNajamba,thirst,n j e - ŋ g o
Nanga,thirst,n ii n ɔɔ - rⁿ i
Penange,thirst,m ii k u - g a
PergeTegu,thirst,n ii n ɔ - rⁿ u
TebulUre,thirst,i n j i - r - g o
Tiranige,thirst,k ɔ r ɛ
Tiranige,thirst,m ii k ɔ - r ɛ
TogoKan,thirst,d ii n ɔɔ - rⁿ u
TommoSoTongoTongo,thirst,d ii n ɔ - y
TomoKanSegue,thirst,j ii n ɔ
ToroTegu,thirst,n ɛ n ɛ - rⁿ u
YandaDom,thirst,i - ŋ g i - n ii
YornoSo,thirst,d ii n ii
BankanTey,(any) alcoholic beverage,k ɔ z ɔ
BenTey,(any) alcoholic beverage,k ɔ n - j ɔ
DogulDomBendiely,(any) alcoholic beverage,k ɔ - ɲ j ɔ
JamsayDouentza,(any) alcoholic beverage,k ɔ ɲ ɔ
Mombo,(any) alcoholic beverage,k ɔ - n d - y ɔ
BonduSoNajamba,(any) alcoholic beverage,k ɔ n - j ɛ - ŋ g e
Nanga,(any) alcoholic beverage,k ɔ n - j ɔ
PergeTegu,(any) alcoholic beverage,k ɔ n - j ɔ
TogoKan,(any) alcoholic beverage,k ɛ ɲ ɛ
TommoSoTongoTongo,(any) alcoholic beverage,k ɔ n - j ɔ
ToroTegu,(any) alcoholic beverage,k ɔⁿ s ɔ
YandaDom,(any) alcoholic beverage,k ɔ n - z ɔ
YornoSo,(any) alcoholic beverage,k ɔ ɲ ɔ
Ampari,water,m ii
BankanTey,water,n ii
BenTey,water,n ii
Bunoge,water,g ɔ
DogulDomBendiely,water,ʔ ɲ i
DogulDomBendiely,water,ʔ ɲ u
DogulDomKundialang,water,n ɲ u
DonnoSo,water,d ii
JamsayGourou,water,n ii
JamsayDouentza,water,n ii
JamsayMondoro,water,n ii
Mombo,water,m ii
BonduSoNajamba,water,i - ŋ g e
BonduSoNajamba,water,i n j e
Nanga,water,n ii
Penange,water,m ii
PergeTegu,water,n ii
TebulUre,water,i n j e
Tiranige,water,m ii
TogoKan,water,d ii
TommoSoTongoTongo,water,d ii
TomoKanSegue,water,j ii
ToroTegu,water,n i
YandaDom,water,i n j u
YornoSo,water,d ii
BankanTey,milk,ɛ mm ɛ - y - ⁿ
BenTey,milk,ɛ wⁿ ɛ y - ⁿ
Bunoge,milk,ʔ ɛ m ɛ - ŋ g e
DogulDomBendiely,milk,ee - m
DogulDomBendiely,milk,ii - m
DogulDomKundialang,milk,e - m
DonnoSo,milk,i r u
JamsayGourou,milk,ɛ - m
JamsayDouentza,milk,ɛ - m
JamsayMondoro,milk,ɛ - m
Mombo,milk,ɛ - m ɛ
BonduSoNajamba,milk,ɛ m ɛɛ
Nanga,milk,ɛ - m ɛ
Penange,milk,ɛ m ɛɛ - ŋ g e
PergeTegu,milk,ɛ - m
TebulUre,milk,ɛ m n ɛ
Tiranige,milk,ɛ m ɛ - ŋ g e
TogoKan,milk,i r i
TommoSoTongoTongo,milk,e - m
TomoKanSegue,milk,n aa ʔ ii - ⁿ
ToroTegu,milk,ɛ - m
YandaDom,milk,ɛ - m ɛ
YornoSo,milk,ɛ - m
BankanTey,"milk (verb), draw milk from (cow, goat)",ɛ m ɛ
BenTey,"milk (verb), draw milk from (cow, goat)",ɛ wⁿ - ɛ
Bunoge,"milk (verb), draw milk from (cow, goat)",ʔ ɛ m - ɛ
DogulDomKundialang,"milk (verb), draw milk from (cow, goat)",e m - e
DonnoSo,"milk (verb), draw milk from (cow, goat)",e m - e
JamsayGourou,"milk (verb), draw milk from (cow, goat)",p o rⁿ - o
JamsayDouentza,"milk (verb), draw milk from (cow, goat)",ɛ wⁿ - ɛ
JamsayMondoro,"milk (verb), draw milk from (cow, goat)",ɛ wⁿ - ɛ
Mombo,"milk (verb), draw milk from (cow, goat)",n aa p - e - j e
BonduSoNajamba,"milk (verb), draw milk from (cow, goat)",ɛ m ɛ
Nanga,"milk (verb), draw milk from (cow, goat)",ɛ m ɛ
Penange,"milk (verb), draw milk from (cow, goat)",p ɛ n - j ɛ
PergeTegu,"milk (verb), draw milk from (cow, goat)",ɛ wⁿ - ɛ
TebulUre,"milk (verb), draw milk from (cow, goat)",ɛ m ɛ
TebulUre,"milk (verb), draw milk from (cow, goat)",ɛ m ɛ
Tiranige,"milk (verb), draw milk from (cow, goat)",ɛ m ɔ
TogoKan,"milk (verb), draw milk from (cow, goat)",p i rⁿ - i
TommoSoTongoTongo,"milk (verb), draw milk from (cow, goat)",e m e m - e
TomoKanSegue,"milk (verb), draw milk from (cow, goat)",i r i p - i - n i
ToroTegu,"milk (verb), draw milk from (cow, goat)",ɛ wⁿ - a
YandaDom,"milk (verb), draw milk from (cow, goat)",e m - ɛ
YornoSo,"milk (verb), draw milk from (cow, goat)",ɛ wⁿ - ɛ
BankanTey,honey,y e y
BenTey,honey,y e y
Bunoge,honey,ʔ i - g e
DogulDomBendiely,honey,u w u ŋ
DogulDomKundialang,honey,uu ŋ
DonnoSo,honey,i - g ɛ
JamsayGourou,honey,y u ŋ u
JamsayDouentza,honey,y u ŋ - n ii
JamsayDouentza,honey,y u ŋ
Mombo,honey,i - g e
BonduSoNajamba,honey,n j ii
Nanga,honey,oo - n d o
Nanga,honey,oo - n d o - n ii
Penange,honey,i - g e
PergeTegu,honey,k a wⁿ a - y o - ŋ g u
PergeTegu,honey,k a wⁿ a - y o ŋ
TebulUre,honey,i d e
Tiranige,honey,ii - g e
TogoKan,honey,t ɛɛ
TommoSoTongoTongo,honey,ii y e
TomoKanSegue,honey,c aa
ToroTegu,honey,i w o
YandaDom,honey,i z e ŋ
YornoSo,honey,y ɛ y - ⁿ
YornoSo,honey,ɲ ɛ y - ⁿ
BankanTey,beeswax,y e y - k a k a - w
BenTey,beeswax,d aa
DonnoSo,beeswax,k a b u
JamsayDouentza,beeswax,y u ŋ - d aa
JamsayDouentza,beeswax,d aa
Mombo,beeswax,ɔ m ɔ n ɔ - s e
BonduSoNajamba,beeswax,n j ii ɲ aa - ŋ g o
Nanga,beeswax,t ɛɛ - ⁿ
PergeTegu,beeswax,t ɛɛ
PergeTegu,beeswax,k a wⁿ a - y o - ŋ g u - t ɛɛ
Tiranige,beeswax,ii g e t i - y ɔ
TommoSoTongoTongo,beeswax,g e n u - g e
ToroTegu,beeswax,c ɛ t a
DogulDomBendiely,beehive (in trees or rocks),k o b u - ŋ
JamsayDouentza,beehive (in trees or rocks),y u - ŋ k o - w
Mombo,beehive (in trees or rocks),k o b u
TogoKan,beehive (in trees or rocks),k ɔ g ɔ - j u ŋ u - p o - m o
TommoSoTongoTongo,beehive (in trees or rocks),k o b u
ToroTegu,beehive (in trees or rocks),k aa y u - ŋ i l o
Ampari,eat (meal),y - ɛ
BankanTey,eat (meal),ɲ - ɛ
BenTey,eat (meal),ɲ - ɛ
Bunoge,eat (meal),j ɛ - ɛ
DogulDomBendiely,eat (meal),ɲ ɛɛ
DogulDomKundialang,eat (meal),ɲ ɛ - ɛ
DonnoSo,eat (meal),ɲ ɛɛ
JamsayGourou,eat (meal),ɲ ɛ - ɛ
JamsayDouentza,eat (meal),ɲ ɛ - ɛ
Mombo,eat (meal),ɲ ɛ - ɛ
BonduSoNajamba,eat (meal),k w - ɛ
Nanga,eat (meal),k ɔ - ɔ
Penange,eat (meal),ɲ ɛ - ɛ
PergeTegu,eat (meal),ɲ ɛ - ɛ
TebulUre,eat (meal),ɲ - ɛ
Tiranige,eat (meal),ɲ ɛ - ɛ
TogoKan,eat (meal),ɲ i - i
TommoSoTongoTongo,eat (meal),n y - ɛ
TomoKanSegue,eat (meal),ɲ ɛ - ɛ
ToroTegu,eat (meal),l - ɛ
YandaDom,eat (meal),ʔ ə ɲ - ɛ
YornoSo,eat (meal),k a - a
BankanTey,chew (e.g. a tough piece of meat),t oo r - o
BenTey,chew (e.g. a tough piece of meat),t o g - o - r o
Bunoge,chew (e.g. a tough piece of meat),s a g - a - m i
DogulDomKundialang,chew (e.g. a tough piece of meat),t ɛ m - ɛ
DonnoSo,chew (e.g. a tough piece of meat),t ɛ m - ɛ
JamsayDouentza,chew (e.g. a tough piece of meat),t o g - o - r o
Mombo,chew (e.g. a tough piece of meat),d o n - i - s e g - a m i
BonduSoNajamba,chew (e.g. a tough piece of meat),t o g - i - l
Nanga,chew (e.g. a tough piece of meat),t o g - o - r o
Penange,chew (e.g. a tough piece of meat),s a g - a - m i
PergeTegu,chew (e.g. a tough piece of meat),t o g - o - r o
TebulUre,chew (e.g. a tough piece of meat),g o g - o
Tiranige,chew (e.g. a tough piece of meat),t ɛ m - ɔ
TogoKan,chew (e.g. a tough piece of meat),t ɛ wⁿ - ɛ
TommoSoTongoTongo,chew (e.g. a tough piece of meat),t o g - u - l o
TomoKanSegue,chew (e.g. a tough piece of meat),s a ʔ - a - m i
ToroTegu,chew (e.g. a tough piece of meat),t o g - u - r o
YandaDom,chew (e.g. a tough piece of meat),t o g - o - l o
YornoSo,chew (e.g. a tough piece of meat),t o g - o - l o m - ɔ
BankanTey,hunger (noun),k ɔɔ
BenTey,hunger (noun),k ɔɔ
Bunoge,hunger (noun),k o - g a
DogulDomBendiely,hunger (noun),g i y a
DogulDomKundialang,hunger (noun),g i y aa
DonnoSo,hunger (noun),g ɛɛ
JamsayGourou,hunger (noun),g ɛɛ
JamsayDouentza,hunger (noun),j ɛɛ
JamsayMondoro,hunger (noun),j ɛɛ
Mombo,hunger (noun),k u - g ɔ
BonduSoNajamba,hunger (noun),g aa - g o
Nanga,hunger (noun),g i y a
Penange,hunger (noun),k u - g a
PergeTegu,hunger (noun),g ɛɛ
TebulUre,hunger (noun),j aa
Tiranige,hunger (noun),k ɔ r ɛ
TogoKan,hunger (noun),g ɛɛ
TommoSoTongoTongo,hunger (noun),g i y ɛ
TomoKanSegue,hunger (noun),j aa
ToroTegu,hunger (noun),a r k i - r i
YandaDom,hunger (noun),j aa
YornoSo,hunger (noun),g ɛɛ
BankanTey,"famine, widespread and serious hunger",k ɔɔ
BenTey,"famine, widespread and serious hunger",k ɔɔ
JamsayDouentza,"famine, widespread and serious hunger",j ɛɛ
Mombo,"famine, widespread and serious hunger",k u - g ɔ
BonduSoNajamba,"famine, widespread and serious hunger",g aa - g o
Nanga,"famine, widespread and serious hunger",g i y a
PergeTegu,"famine, widespread and serious hunger",g ɛɛ
TogoKan,"famine, widespread and serious hunger",g ɛɛ
TommoSoTongoTongo,"famine, widespread and serious hunger",b aa t ɛ - b u
TommoSoTongoTongo,"famine, widespread and serious hunger",b aa y a - m u
TommoSoTongoTongo,"famine, widespread and serious hunger",g i y ɛ a - n a g u - d u
ToroTegu,"famine, widespread and serious hunger",j ɛ w a
YandaDom,"famine, widespread and serious hunger",j aa
YornoSo,"famine, widespread and serious hunger",g ɛɛ
BankanTey,lick,d ɛ - ɛ
BenTey,lick,d ɛ g - ɛ
Bunoge,lick,d ɛ l - ɛ
DogulDomBendiely,lick,d ɛ g - ɛ
DogulDomKundialang,lick,d ɛ g - ɛ
DonnoSo,lick,d ɛ g - ɛ
JamsayGourou,lick,d ɛ g - ɛ
JamsayDouentza,lick,d ɛ g - ɛ
Mombo,lick,n ɛ l - ɛ
BonduSoNajamba,lick,n ɛ g - ɛ
Nanga,lick,d ɛ g - ɛ
Penange,lick,n ɛ l - ɛ
PergeTegu,lick,d ɛ g - ɛ
TebulUre,lick,d ɛ g - ɛ
Tiranige,lick,n ɛ l - ɔ
TogoKan,lick,d ɛ g - ɛ
TommoSoTongoTongo,lick,d ɛ g - ɛ
TomoKanSegue,lick,j ɛ ʔ - ɛ
ToroTegu,lick,d ɛ g - a
YandaDom,lick,d ɛ g - ɛ
YornoSo,lick,d ɛ g - ɛ
BankanTey,suck (e.g. candy),ɔ z - i
BenTey,suck (e.g. candy),ɔ n j - i
Bunoge,suck (e.g. candy),b ɔ n - j ɛ
DogulDomBendiely,suck (e.g. candy),ɔ ɲ j - ɛ
DogulDomKundialang,suck (e.g. candy),ɔ n j - ɛ
DonnoSo,suck (e.g. candy),ɔ n j - ɛ
JamsayGourou,suck (e.g. candy),ɔ s ɔ
JamsayDouentza,suck (e.g. candy),ɔ ɲ ɔ
JamsayMondoro,suck (e.g. candy),ɔ ɲ ɔ
Mombo,suck (e.g. candy),m i l - ɛ
BonduSoNajamba,suck (e.g. candy),o n j - i
Nanga,suck (e.g. candy),ɔ n j - i
Penange,suck (e.g. candy),ɲ ɛ - ɛ
PergeTegu,suck (e.g. candy),ɔ n j - ɔ
TebulUre,suck (e.g. candy),o n d - o
Tiranige,suck (e.g. candy),o n j - o
TogoKan,suck (e.g. candy),ɔ ɲ ɔ
TommoSoTongoTongo,suck (e.g. candy),ɔ n j - ɔ
TomoKanSegue,suck (e.g. candy),ʔ ɔ n - j ɛ
ToroTegu,suck (e.g. candy),ɔ - ⁿ s ɔ
YandaDom,suck (e.g. candy),u m z - o
YornoSo,suck (e.g. candy),ɔ ɲ ɔ
BankanTey,swallow,m i rⁿ - e
BenTey,swallow,m i rⁿ - ɛ
Bunoge,swallow,m i l - ɛ
DogulDomBendiely,swallow,m i n - ɛ
DogulDomKundialang,swallow,m i n - ɛ
DonnoSo,swallow,m i n - ɛ
JamsayGourou,swallow,m i rⁿ - ɛ
JamsayDouentza,swallow,m i rⁿ - e
Mombo,swallow,m ii n d - ɛ
BonduSoNajamba,swallow,m i n - ɛ
Nanga,swallow,m i rⁿ - e
Nanga,swallow,m i rⁿ - ɛ
Penange,swallow,m i l - ɛ
PergeTegu,swallow,m i rⁿ - e
TebulUre,swallow,m i n - ɛ
TebulUre,swallow,m i rⁿ - ɛ
Tiranige,swallow,m i n - o
TogoKan,swallow,m i rⁿ - i
TommoSoTongoTongo,swallow,m i n - ɛ
TomoKanSegue,swallow,m i n - ɛ
ToroTegu,swallow,m i r - a
YandaDom,swallow,m i rⁿ - ɛ
YornoSo,swallow,m ɛ rⁿ - ɛ
BankanTey,(act of) fasting,m b - u - b u p - a y
BankanTey,(act of) fasting,k ɔ r - k a
BenTey,(act of) fasting,m oo p - a - g i - i
DogulDomKundialang,(act of) fasting,k o r - k a
DonnoSo,(act of) fasting,k ɔ r - g ɔ
JamsayDouentza,(act of) fasting,k aa p - a - g u
Mombo,(act of) fasting,k ɔ r - k a
BonduSoNajamba,(act of) fasting,i b i p - a - g i l - e
Nanga,(act of) fasting,n ɔɔ p - a - g i
Penange,(act of) fasting,s u s - uⁿ t u l - e
Penange,(act of) fasting,s u s - uⁿ n i b - o
PergeTegu,(act of) fasting,k aa p - a - g u
TebulUre,(act of) fasting,m b - u - p a g - u
Tiranige,(act of) fasting,ɔ m ɔ p - a - g a
TogoKan,(act of) fasting,k aⁿ p a g - u
TommoSoTongoTongo,(act of) fasting,a ŋ a p - a - g u
TommoSoTongoTongo,(act of) fasting,k ɔ r - k a
TomoKanSegue,(act of) fasting,s u s - uⁿ
ToroTegu,(act of) fasting,k a p - a - g u
YandaDom,(act of) fasting,m b - o - p a g - u
YornoSo,(act of) fasting,a ŋ a p - a - g u
BankanTey,meal (cooked),ɲ ɛ y - ⁿ
BenTey,meal (cooked),ɲ ɛ y - ⁿ
Bunoge,meal (cooked),p a n a - ŋ g e
DogulDomBendiely,meal (cooked),ɲ aa ŋ
DogulDomKundialang,meal (cooked),ɲ aa ŋ
DogulDomKundialang,meal (cooked),p a n a
DonnoSo,meal (cooked),ɲ aa
JamsayGourou,meal (cooked),p a n a
JamsayDouentza,meal (cooked),ɲ aa
Mombo,meal (cooked),ɲ aa
BonduSoNajamba,meal (cooked),m a n aa
Nanga,meal (cooked),ɲ aa
Penange,meal (cooked),ɲ aa
PergeTegu,meal (cooked),j aa
TebulUre,meal (cooked),z a
Tiranige,meal (cooked),ɲ aa - ŋ g e
TommoSoTongoTongo,meal (cooked),j aa
TomoKanSegue,meal (cooked),ɲ aa
TomoKanSegue,meal (cooked),p a n a
ToroTegu,meal (cooked),l ɛ
YandaDom,meal (cooked),z a
YornoSo,meal (cooked),j aa
BankanTey,"food, sustenance",ŋ g u - g u r e - y
BenTey,"food, sustenance",m oo ɲ ɛ - y - ⁿ
BenTey,"food, sustenance",ɲ ɛɛ rⁿ ɛ
BenTey,"food, sustenance",m oo ɲ ɛɛ - rⁿ ɛ
Bunoge,"food, sustenance",j i
DogulDomBendiely,"food, sustenance",ɲ ɛɛ l ɛ
DogulDomKundialang,"food, sustenance",ɲ ɛɛ l ɛ
DonnoSo,"food, sustenance",p a n a
JamsayDouentza,"food, sustenance",k aa ɲ i - y - ⁿ
Mombo,"food, sustenance",ɛ ɲ ɔ - g ɔ
BonduSoNajamba,"food, sustenance",k w ɛ - ŋ g o
BonduSoNajamba,"food, sustenance",i b i k - w ɛ - ŋ g o
Nanga,"food, sustenance",n ɔɔ ɲ aa
Nanga,"food, sustenance",p a - n d a
Penange,"food, sustenance",ɲ ɔɔ n - j e
PergeTegu,"food, sustenance",k aa ɲ ɛɛ - rⁿ ɛ
TebulUre,"food, sustenance",ɲ ɛ - ŋ g ɛ
Tiranige,"food, sustenance",ɲ ɛ l ɛ
Tiranige,"food, sustenance",ŋ g u - g u r ɛ
TogoKan,"food, sustenance",ɲ aa
TogoKan,"food, sustenance",p a n a
TommoSoTongoTongo,"food, sustenance",d ɛ n ɛ
TomoKanSegue,"food, sustenance",ɲ ii n - j e
ToroTegu,"food, sustenance",k a l ɛ
YornoSo,"food, sustenance",p a n a
YornoSo,"food, sustenance",ɲ ɛɛ rⁿ ɛ
BankanTey,breakfast,k ɔɔ j ɛ - g o - m b o
BenTey,breakfast,ɔ m ɔ ɲ ɛ - y - ⁿ
Bunoge,breakfast,t a ʔ - y i k oo - ʔ y o
DogulDomBendiely,breakfast,d a r a - g a
DogulDomKundialang,breakfast,d a r a - g a
DonnoSo,breakfast,d a r a - g a
JamsayGourou,breakfast,y e y - s ee yⁿ aa
JamsayDouentza,breakfast,k ɔɔ j ɔ
Mombo,breakfast,t a j u - g oo j i
BonduSoNajamba,breakfast,e g a t a - b u b u
Nanga,breakfast,k ɔ rⁿ ɔ - ŋ ɔ yⁿ - d a r - g a
Nanga,breakfast,d a r - g a
Penange,breakfast,t a j i - k oo j o - l
PergeTegu,breakfast,k oo j o
TebulUre,breakfast,d a r a - k a
Tiranige,breakfast,d a r a - g a
Tiranige,breakfast,ɔ m ɔ k a - n i
TogoKan,breakfast,aa g a ɲ aa
TommoSoTongoTongo,breakfast,a g a t a - b u
TommoSoTongoTongo,breakfast,d a r a - g a
TomoKanSegue,breakfast,ɲ aa l u - g u
TomoKanSegue,breakfast,ʔ a ʔ a - ɲ aa
ToroTegu,breakfast,k a t u
YandaDom,breakfast,t a j u - g o l
YornoSo,breakfast,d a r a - g a
YornoSo,breakfast,k i n ɛ - t ɛ - g u
BankanTey,lunch,m b u - r ɔ - m b u - r ɔ
BenTey,lunch,k ɛ l ɛ - t ɛ y
Bunoge,lunch,b a - m p a - n a - ŋ g e
DogulDomBendiely,lunch,i s i g a - p a n a
DogulDomKundialang,lunch,i s i g aa - p a n a
DonnoSo,lunch,aa g a p a - n a
JamsayGourou,lunch,n i n u - wⁿ o k ɛ - n t ɛ - g u
JamsayDouentza,lunch,c ɛ - n t ɛ - g u
Mombo,lunch,g i l i
BonduSoNajamba,lunch,k e - n t e - ŋ g o
BonduSoNajamba,lunch,k e - n d a - t e - ŋ g o
Nanga,lunch,k ɔ rⁿ ɔ - ŋ ɔ yⁿ - p a - n d a
Penange,lunch,d o y aa - l o
PergeTegu,lunch,k ɛ l ɛ - t ɛ - g u
TebulUre,lunch,u d u n o - m d o
TiranigeBoui,lunch,p a n i - ŋ g e
TiranigeNingo,lunch,p a n i - g e
TogoKan,lunch,i s i g ɛ - p a n a
TommoSoTongoTongo,lunch,t e - g u
TommoSoTongoTongo,lunch,a g a p a - nn u
TomoKanSegue,lunch,ʔ i ʔ i - j a p a - n a
ToroTegu,lunch,k o l u
YandaDom,lunch,w aa p a - n u
YornoSo,lunch,n a m - l e k i - n e - g u
BankanTey,supper,n u m - z o
BenTey,supper,ɲ a rⁿ u - n u m - j o
BenTey,supper,ɲ a n u - m j o
BenTey,supper,n u m - j o
Bunoge,supper,d e n a - m p a - n a - ŋ g e
DogulDomBendiely,supper,d ɛ - n d u - g aa - p a - n a
DogulDomKundialang,supper,d ɛ - n d u - g aa - p a - n a
DonnoSo,supper,d ii g ɛ - p a n a
JamsayGourou,supper,d aa ɣ a - p a n a
JamsayDouentza,supper,p a n a
Mombo,supper,p a l e - ŋ g e
BonduSoNajamba,supper,ɲ ɛ n ɛ - ŋ g o
Nanga,supper,d ɛɛ - n d ɛ - p a - n d a
Penange,supper,ɲ a m a - n
PergeTegu,supper,d ɛɛ g ɛ - p a n a
PergeTegu,supper,p a n a
TebulUre,supper,d ɛ - n d ɛ - n o - m - d o
Tiranige,supper,y a n - g e
Tiranige,supper,ɲ aa n i - g e
TogoKan,supper,d a g a - p a n a
TommoSoTongoTongo,supper,d i g ɛ - p a n - n u
TomoKanSegue,supper,d a ʔ a - p a n a
ToroTegu,supper,n ee s e
YandaDom,supper,d e - n d a - p a - n u
YornoSo,supper,d i g ɛ - p a n a
BankanTey,bread,b u b u - r u
