DOCULECT	GLOSS	IPA
JamsayDouentza	put on, wear (pants, covering one's legs)	pɔ́n+ɔ́
Mombo	put on, wear (pants, covering one's legs)	pɔ̀nd+ùp+ɔ́nd+yé+è
BonduSoNajamba	put on, wear (pants, covering one's legs)	yàb+í+yɛ́
Nanga	put on, wear (pants, covering one's legs)	bùr+í+yé
Penange	put on, wear (pants, covering one's legs)	pír+yɛ̀
PergeTegu	put on, wear (pants, covering one's legs)	bùr+ù+yó
TebulUre	put on, wear (pants, covering one's legs)	bùl+í
Tiranige	put on, wear (pants, covering one's legs)	tún+í+yó
TogoKan	put on, wear (pants, covering one's legs)	pɔ́nì+ì
TommoSoTongoTongo	put on, wear (pants, covering one's legs)	pɔ̀n+núp+ɔ́nn+íyɛ́
TomoKanSegue	put on, wear (pants, covering one's legs)	sɔ̀r+ɔ̀+gɔ́d+ùgì
TomoKanSegue	put on, wear (pants, covering one's legs)	sɔ̀r+ɔ̀+gɔ́k+ùlí
ToroTegu	put on, wear (pants, covering one's legs)	kú+lú
YandaDom	put on, wear (pants, covering one's legs)	bùl+ú+yó
YornoSo	put on, wear (pants, covering one's legs)	pɔ́nɛ́+ɛ́
BenTey	put (pants) on (sb)	gǎ+yⁿ
DogulDomKundialang	put (pants) on (sb)	pɔ́n+nùr+ɛ̀
DonnoSo	put (pants) on (sb)	pɔ́n+nɛ̀+ɛ̀
JamsayDouentza	put (pants) on (sb)	pɔ́n+ɔ́+wɔ́
Nanga	put (pants) on (sb)	bùl+ú+ró
TebulUre	put (pants) on (sb)	bùl+ù+dí
Tiranige	put (pants) on (sb)	tút+ú+nd+é
TommoSoTongoTongo	put (pants) on (sb)	pɔ̀n+núp+ɔ́nn+írɛ́
YandaDom	put (pants) on (sb)	bùr+ú+dɛ́
BankanTey	pants	yáwà
BenTey	pants	mùrⁿù+pà+ntà+lɔ̂ɔ̂+ⁿ
Bunoge	pants	tá
DogulDomKundialang	pants	pɔ̀n+nú
DonnoSo	pants	pɔ̀n+nú
JamsayGourou	pants	pɔ̌ɔ̌n
JamsayDouentza	pants	pɔ̌n
JamsayMondoro	pants	pɔ̌n
Mombo	pants	pá+ntá+lóò+ⁿ
BonduSoNajamba	pants	yábà
Nanga	pants	bùró
Penange	pants	pìrà
PergeTegu	pants	bùrú
TebulUre	pants	bùlú
Tiranige	pants	táá
TogoKan	pants	pɔ̀nù+gùrú
TommoSoTongoTongo	pants	pɔ̀n+nú
TommoSoTongoTongo	pants	pà+ndà+lɔ̂+n
TomoKanSegue	pants	sɔ̀rɔ̀+gɔ́
ToroTegu	pants	zó+mó
YandaDom	pants	bùl
YornoSo	pants	pá+ndà+l
BenTey	belt or belt-cord (all types)	dòòpà+gíì
DogulDomKundialang	belt or belt-cord (all types)	pógù+rùŋ̀
JamsayDouentza	belt or belt-cord (all types)	ìnìwⁿè+pàɣá
Mombo	belt or belt-cord (all types)	pɔ̀+ndì+sí+ŋgí
BonduSoNajamba	belt or belt-cord (all types)	págú+rú
Nanga	belt or belt-cord (all types)	pógí+rí
TebulUre	belt or belt-cord (all types)	pógú+rú+gó
Tiranige	belt or belt-cord (all types)	s�sae+ty+ty+r
TogoKan	belt or belt-cord (all types)	dìⁿpè+gú
TommoSoTongoTongo	belt or belt-cord (all types)	sè+ntí+r
TommoSoTongoTongo	belt or belt-cord (all types)	pógú+rú
YornoSo	belt or belt-cord (all types)	pógù+rù
BankanTey	pocket	zíwà
BenTey	pocket	júwɔ̀
DogulDomKundialang	pocket	jíbɛ̀
DonnoSo	pocket	júbɔ̀
JamsayGourou	pocket	zúwɔ̀
JamsayDouentza	pocket	júwɔ̀
Mombo	pocket	gíbá
BonduSoNajamba	pocket	gíbà
BonduSoNajamba	pocket	jíbà
Nanga	pocket	júwâ
PergeTegu	pocket	júwɔ̀
TebulUre	pocket	zíbá
Tiranige	pocket	yùwá
Tiranige	pocket	jììbá
TogoKan	pocket	júwɔ́
TommoSoTongoTongo	pocket	jíbé
TomoKanSegue	pocket	jùbá
ToroTegu	pocket	zípà
YandaDom	pocket	zùbá
YornoSo	pocket	jíbɛ̀
BankanTey	garment, clothes	òròzú
BenTey	garment, clothes	dù+ŋgóó
Bunoge	garment, clothes	báágú+lè
Bunoge	garment, clothes	sɔ́g+gè
DogulDomBendiely	garment, clothes	sóó+gù
DogulDomKundialang	garment, clothes	sɔ̀ɔ̀gí+yà
DonnoSo	garment, clothes	sɔ̌y
JamsayGourou	garment, clothes	yìrú
JamsayDouentza	garment, clothes	dù+ŋgóó
JamsayDouentza	garment, clothes	yìrú
Mombo	garment, clothes	sɔ̂y
BonduSoNajamba	garment, clothes	sò+ŋgó
BonduSoNajamba	garment, clothes	swɛ̌ɛ̌
Nanga	garment, clothes	yùrí
Nanga	garment, clothes	dúŋí
Penange	garment, clothes	sɔ̀y
PergeTegu	garment, clothes	dù+ŋkóó
TebulUre	garment, clothes	àr+géé
TebulUre	garment, clothes	dùmɛ́ɛ́
TebulUre	garment, clothes	dù+ŋgɔ́
Tiranige	garment, clothes	sɔ́ɔ́
TogoKan	garment, clothes	tǔ+ⁿ
TommoSoTongoTongo	garment, clothes	sɔ̌w
TomoKanSegue	garment, clothes	tú
ToroTegu	garment, clothes	yɔ̀rú
YandaDom	garment, clothes	sɔ̀ŋ
YornoSo	garment, clothes	sɔ̌y
BankanTey	shoe, footwear (any kind)	tàá
BenTey	shoe, footwear (any kind)	tàá
Bunoge	shoe, footwear (any kind)	tàà+gè
DogulDomKundialang	shoe, footwear (any kind)	tàgú+ŋ́
DonnoSo	shoe, footwear (any kind)	tà+gá
JamsayGourou	shoe, footwear (any kind)	tà+gú
JamsayDouentza	shoe, footwear (any kind)	tà+gú
JamsayMondoro	shoe, footwear (any kind)	tà+gú
Mombo	shoe, footwear (any kind)	tág+yéè
BonduSoNajamba	shoe, footwear (any kind)	tà+gíì
Nanga	shoe, footwear (any kind)	tà+gá
Penange	shoe, footwear (any kind)	táj+jé
PergeTegu	shoe, footwear (any kind)	tà+gú
TebulUre	shoe, footwear (any kind)	táy
TiranigeBoui	shoe, footwear (any kind)	tàà+ŋgè
TiranigeNingo	shoe, footwear (any kind)	tá+ndí+yé
TogoKan	shoe, footwear (any kind)	tà+gá
TommoSoTongoTongo	shoe, footwear (any kind)	tà+gá
TomoKanSegue	shoe, footwear (any kind)	tàʔà
ToroTegu	shoe, footwear (any kind)	tà+gú
YandaDom	shoe, footwear (any kind)	tàjù
YornoSo	shoe, footwear (any kind)	tà+gú
BankanTey	put on, wear (shoe)	gǎŋ
BenTey	put on, wear (shoe)	gǎ+yⁿ
Bunoge	put on, wear (shoe)	túl+lè
JamsayDouentza	put on, wear (shoe)	táɣ+á
JamsayMondoro	put on, wear (shoe)	tág+á
Mombo	put on, wear (shoe)	tág+í+tág+yé+è
BonduSoNajamba	put on, wear (shoe)	tág+í+yɛ́
Nanga	put on, wear (shoe)	tág+í+yí
PergeTegu	put on, wear (shoe)	tág+í+yɛ́
TebulUre	put on, wear (shoe)	tún
TebulUre	put on, wear (shoe)	táj+í
TebulUre	put on, wear (shoe)	táy
Tiranige	put on, wear (shoe)	tún+í+yó
TogoKan	put on, wear (shoe)	tágì+ì
TommoSoTongoTongo	put on, wear (shoe)	tág+í+yɛ́
TomoKanSegue	put on, wear (shoe)	tɛ̀g+í
ToroTegu	put on, wear (shoe)	kú+lú
YandaDom	put on, wear (shoe)	táj+jɛ́
YornoSo	put on, wear (shoe)	tágɛ́+ɛ́
BankanTey	boot (of soldier or gendarme)	tààdí+yⁿàw+ⁿ
BenTey	boot (of soldier or gendarme)	sòl+dààs+tàá
JamsayDouentza	boot (of soldier or gendarme)	tàgù+dù+gú
Mombo	boot (of soldier or gendarme)	sɛ̀+mbɛ̀+gè+tà+gè+gó+l+lò
Nanga	boot (of soldier or gendarme)	tàgà+wɔ̀rɔ̀+kùrⁿí
PergeTegu	boot (of soldier or gendarme)	tàgù+dé+mbé+ré
TogoKan	boot (of soldier or gendarme)	sɔ̀dàà+jùtà+gá
TommoSoTongoTongo	boot (of soldier or gendarme)	tàgà+bɔ́t
TommoSoTongoTongo	boot (of soldier or gendarme)	bɔ́t
ToroTegu	boot (of soldier or gendarme)	tàgù+náá
YandaDom	boot (of soldier or gendarme)	sɔ́jà+mùtà+jù
YornoSo	boot (of soldier or gendarme)	tàgù+bɔ́ɔ́tù
BankanTey	(woman) put on (shawl)	pá+á
BenTey	(woman) put on (shawl)	páɣ+á
DogulDomKundialang	(woman) put on (shawl)	tɔ́m+ɔ̀
DonnoSo	(woman) put on (shawl)	kɔ́m+mɔ̀
JamsayDouentza	(woman) put on (shawl)	dòm+ó
BonduSoNajamba	(woman) put on (shawl)	dòmb+íy
Nanga	(woman) put on (shawl)	dòmb+íy+é
PergeTegu	(woman) put on (shawl)	dòmb+ó
TebulUre	(woman) put on (shawl)	tɔ́bí+í
TebulUre	(woman) put on (shawl)	tɔ́b+íí+tì
Tiranige	(woman) put on (shawl)	dóm+í+yó
TogoKan	(woman) put on (shawl)	pág+á
TommoSoTongoTongo	(woman) put on (shawl)	tɔ́b+í+yɔ́
TomoKanSegue	(woman) put on (shawl)	pààr+í
ToroTegu	(woman) put on (shawl)	pág+á
ToroTegu	(woman) put on (shawl)	tɔ́m+ɔ́
YornoSo	(woman) put on (shawl)	mús+ɔ̀ɔ̀+rɔ̀d+òmɛ́+ɛ́
BankanTey	rag, tatters (old clothing)	zěw+rè
BenTey	rag, tatters (old clothing)	jègé+rè
Bunoge	rag, tatters (old clothing)	sɔ́gú+lɛ̀
DogulDomKundialang	rag, tatters (old clothing)	sɛ́m+lɛ̀
DonnoSo	rag, tatters (old clothing)	sɔ̀y+sɛ́m+mɛ̀lɛ̀+mɔ̀
JamsayDouentza	rag, tatters (old clothing)	sìsɛ́+rⁿɛ́wⁿɛ́
Mombo	rag, tatters (old clothing)	sójá+lá+mì
BonduSoNajamba	rag, tatters (old clothing)	sògò+jú+ŋgó
Nanga	rag, tatters (old clothing)	yùrì+sɛ́mɛ́+rⁿɛ́
Penange	rag, tatters (old clothing)	sɔ̀gɛ̀+lɛ̀
PergeTegu	rag, tatters (old clothing)	jègé+rè
TebulUre	rag, tatters (old clothing)	sɛ́m+mé
Tiranige	rag, tatters (old clothing)	sɔ̀ɔ̀yɔ́+gɔ́rɔ́
TogoKan	rag, tatters (old clothing)	sɛ̀mù+rⁿú
TommoSoTongoTongo	rag, tatters (old clothing)	sɛ́m+mɛ́lɛ́
TomoKanSegue	rag, tatters (old clothing)	tùsɛ̀+lɛ̀
ToroTegu	rag, tatters (old clothing)	yɔ̀rù+zègí+rè
YandaDom	rag, tatters (old clothing)	sɔ̀ŋ+sɛ́mɛ́+lɛ́
YornoSo	rag, tatters (old clothing)	sɔ̀y+sɛ́mɛ́+lɛ́
BankanTey	button (noun)	bùtɔ̂ɔ̂+ⁿ
BenTey	button (noun)	pɛ́+ŋgɛ́+lɛ̀
BenTey	button (noun)	bùtɔ̂ɔ̂+ⁿ
DogulDomBendiely	button (noun)	péyè+g
DogulDomKundialang	button (noun)	péè+g
DonnoSo	button (noun)	bùdɔ̂+ŋ
JamsayDouentza	button (noun)	bùtɔ̂ɔ̂+ⁿ
Mombo	button (noun)	ɲá+mbú+rè
BonduSoNajamba	button (noun)	pɛ́ⁿtɔ̀ɔ̀
Nanga	button (noun)	kɔ́ɔ́rɔ̀
PergeTegu	button (noun)	sɔ́+gú
TebulUre	button (noun)	sɔ̀gú+ŋgò
TebulUre	button (noun)	sɔ̌ɔ̌+ŋgó
Tiranige	button (noun)	pégí+ŋgé
TogoKan	button (noun)	bùtɔ́ɔ́+ⁿ
YandaDom	button (noun)	pègí+yè
YornoSo	button (noun)	só+gù
BankanTey	sew (with needle)	kó
BenTey	sew (with needle)	kúy+ó
Bunoge	sew (with needle)	ké+è
DogulDomKundialang	sew (with needle)	ɔ́wɛ̀
DonnoSo	sew (with needle)	nɔ̌+ɔ̌
JamsayGourou	sew (with needle)	ásár+á
JamsayDouentza	sew (with needle)	ájár+á
Mombo	sew (with needle)	kúy+é
BonduSoNajamba	sew (with needle)	kóy
Nanga	sew (with needle)	kó+ó
Penange	sew (with needle)	kwé+é
PergeTegu	sew (with needle)	pɛ́+ɛ́
TebulUre	sew (with needle)	pɛ́ɛ́y
Tiranige	sew (with needle)	kó+ó
TogoKan	sew (with needle)	tǔⁿájìr+ì
TommoSoTongoTongo	sew (with needle)	nɔ̌y+nɔ́ɔ́
TomoKanSegue	sew (with needle)	ʔàl+í
ToroTegu	sew (with needle)	á+tú
YandaDom	sew (with needle)	píy+ɛ́
YornoSo	sew (with needle)	lɔ́+ɔ́
BonduSoNajamba	be naked	dùmbílí+y
TogoKan	be naked	gìyèkòóbèw+ɔ̀
TommoSoTongoTongo	be naked	íségów+ɔ̀
TommoSoTongoTongo	be naked	dǔmsɛ̀l+ɛ́
TommoSoTongoTongo	be naked	dǔmsɛ̀lɛ́gów+ɔ̀
Ampari	cotton	kùráá+ndè
Ampari	cotton	à+ndá+sàrà+kùráá+ndè
BankanTey	cotton	nà+mú
BenTey	cotton	nàà+mbú
BenTey	cotton	nàà+mú
Bunoge	cotton	kɔ́ɔ́+ndè
DogulDomBendiely	cotton	kɛ̀ɲ+ɲɛ́
DogulDomKundialang	cotton	kɛ̀ɲ+ɲɛ́
DonnoSo	cotton	kɛ̀m+nɛ̌y
JamsayGourou	cotton	nàà+mú
JamsayDouentza	cotton	nàá+m
JamsayMondoro	cotton	nàá+m
Mombo	cotton	kɔ́ɔ́+ndí
BonduSoNajamba	cotton	sá+gò
Nanga	cotton	nàà+mbí
Penange	cotton	kɔ́ɔ́+ndè
PergeTegu	cotton	nàà+mbú
TebulUre	cotton	cɛ̀m+dɛ́
Tiranige	cotton	kɔ̀ɔ̀ní
TogoKan	cotton	kɔ́nú
TommoSoTongoTongo	cotton	kɛ̀ɲ+ɲɛ́
TomoKanSegue	cotton	kùní
ToroTegu	cotton	nǎ+m
YandaDom	cotton	cèɲè
YandaDom	cotton	cɛ̀ɲɛ̀
YornoSo	cotton	nà+mú
BankanTey	thread (any kind)	sìlí+lì
BenTey	thread (any kind)	búrɔ̀
Bunoge	thread (any kind)	bóólè
DogulDomBendiely	thread (any kind)	bólò
DogulDomBendiely	thread (any kind)	síyì+ŋ
DogulDomKundialang	thread (any kind)	bólò
DonnoSo	thread (any kind)	sùⁿyíì
JamsayGourou	thread (any kind)	búrɔ̀
JamsayDouentza	thread (any kind)	búrɔ̀
Mombo	thread (any kind)	bólé
BonduSoNajamba	thread (any kind)	bóólòò
Nanga	thread (any kind)	pàà+ndí
Penange	thread (any kind)	bólé
PergeTegu	thread (any kind)	búrɔ̀
TebulUre	thread (any kind)	búlá
Tiranige	thread (any kind)	bòòló
TogoKan	thread (any kind)	búrɔ́
TommoSoTongoTongo	thread (any kind)	bóóló
TomoKanSegue	thread (any kind)	jèèjè
ToroTegu	thread (any kind)	ǒy+ⁿ
YandaDom	thread (any kind)	gèzè+lè
BenTey	loom (weaver's complete apparatus)	sùr+gɔ̀nìì+njɛ́
BenTey	loom (weaver's complete apparatus)	jèsè+nììn+jɛ́
DonnoSo	loom (weaver's complete apparatus)	kɔ̀lɛ̌+y
JamsayDouentza	loom (weaver's complete apparatus)	sùr+gɔ̀nìì+ɲé
JamsayDouentza	loom (weaver's complete apparatus)	sùr+gɔ̀jéé+n
Mombo	loom (weaver's complete apparatus)	sɔ́ɔ́gɔ́+lì
Nanga	loom (weaver's complete apparatus)	sùrà+gàgɔ̀+rⁿí
TommoSoTongoTongo	loom (weaver's complete apparatus)	gèdè+tíín
TomoKanSegue	loom (weaver's complete apparatus)	tùcɛ̀ɛ̀+ⁿ
ToroTegu	loom (weaver's complete apparatus)	yɔ̀rù+tílì+sà
YandaDom	loom (weaver's complete apparatus)	sɔ̀ŋ+tìy+gón
BankanTey	weave (fabric, from cotton thread)	tíy+ɛ́
BenTey	weave (fabric, from cotton thread)	tíy+ɛ́
Bunoge	weave (fabric, from cotton thread)	tíy+ɛ̀
DogulDomKundialang	weave (fabric, from cotton thread)	ɛ́rɛ̀
DonnoSo	weave (fabric, from cotton thread)	tɛ̂+ɛ̂
JamsayDouentza	weave (fabric, from cotton thread)	tɛ́ɛ+�ⁿ
JamsayDouentza	weave (fabric, from cotton thread)	tí+íⁿ
JamsayMondoro	weave (fabric, from cotton thread)	tí+íⁿ
Mombo	weave (fabric, from cotton thread)	gɛ̀z+ì+ty+ɛ́+ɛ́
BonduSoNajamba	weave (fabric, from cotton thread)	tíy+ɛ́
Nanga	weave (fabric, from cotton thread)	tɛ́+ɛ́
Penange	weave (fabric, from cotton thread)	tíy+ɛ́
PergeTegu	weave (fabric, from cotton thread)	tɛ́+ɛ́
TebulUre	weave (fabric, from cotton thread)	t+ɛ́
Tiranige	weave (fabric, from cotton thread)	tíy+ɔ́
TogoKan	weave (fabric, from cotton thread)	tɛ́+ɛ́
TommoSoTongoTongo	weave (fabric, from cotton thread)	tíyⁿ+ɛ́
TomoKanSegue	weave (fabric, from cotton thread)	cɛ́+ɛ́
ToroTegu	weave (fabric, from cotton thread)	tí
YandaDom	weave (fabric, from cotton thread)	tíy+ɛ́
YornoSo	weave (fabric, from cotton thread)	tɛ́+ɛ́
BenTey	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	kíkɔ́+rɔ́
BenTey	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	kúkɔ́+rɔ́
DonnoSo	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	pè+mbé
JamsayDouentza	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	kìkɔ̀+rɔ̀íì+ⁿ
Mombo	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	gɛ̀zì+péé+mbè
BonduSoNajamba	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	dàálù+lù
Nanga	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	kɔ́kɔ́+rɔ́
PergeTegu	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	kɔ̀kɔ̀+rɔ̀íì+ⁿ
TebulUre	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	kɔ́+gɔ́
Tiranige	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	pé+mbé
TogoKan	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	pè+mé
TommoSoTongoTongo	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	dààlé
TomoKanSegue	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	dʷɛ̀rí+ⁿ
ToroTegu	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	kɔ́kɔ́+rɔ́
YandaDom	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	kɔ́gɔ́+lɔ́
YornoSo	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	pèmɛ̀ý+ⁿ
BankanTey	braids, hairstyle	kùkùɛ̀+ríì
BenTey	braids, hairstyle	kùkù+mòlíì
DogulDomKundialang	braids, hairstyle	ɛ́rù+g
JamsayGourou	braids, hairstyle	kùkùⁿ+mǔn
JamsayDouentza	braids, hairstyle	kùkùⁿ+mǔn
Mombo	braids, hairstyle	kòòmú+ndú
BonduSoNajamba	braids, hairstyle	kììèrú
Nanga	braids, hairstyle	kùkù+mú+ndò
PergeTegu	braids, hairstyle	mùlú
TebulUre	braids, hairstyle	kùkùɛ̀+rú
Tiranige	braids, hairstyle	kògò+mú+ndí+yé
TogoKan	braids, hairstyle	kùⁿmù+nú
TommoSoTongoTongo	braids, hairstyle	kùùɛ̀rú
ToroTegu	braids, hairstyle	kùɛ́rú
YandaDom	braids, hairstyle	kòòɛ̀dú
YornoSo	braids, hairstyle	kùkùɛ́+rú
BankanTey	bracelet	nààɲí+rⁿéy
BenTey	bracelet	nààmɛ́ɛ́+níí
DogulDomBendiely	bracelet	mɛ́n+nù
DogulDomKundialang	bracelet	mén+nùŋ̀
DonnoSo	bracelet	mɛ́n+nù
JamsayGourou	bracelet	mɛ́n
JamsayDouentza	bracelet	mɛ́n
JamsayDouentza	bracelet	nùmò+kɔ̀rɔ́+mɛ̂n
Mombo	bracelet	nɛ̀ɛ̀pá+rùdú+bè
BonduSoNajamba	bracelet	nùmà+sàgá+ŋgó
Nanga	bracelet	sár+tì
Nanga	bracelet	sár+dì
Nanga	bracelet	nààsá+rtì
Penange	bracelet	nɛ̀ɛ̀tɛ́+nɛ̀
PergeTegu	bracelet	nùwⁿò+sád+dù
TebulUre	bracelet	mɛ̀+ndí+yɛ́
Tiranige	bracelet	númá+dùjɛ́
TogoKan	bracelet	nùmɔ̀+mɛ́n
TommoSoTongoTongo	bracelet	nùmɔ́+wàrè+y
TommoSoTongoTongo	bracelet	nùmɔ̀+kɔ̀kɔ́+lɔ́wà+rèy
TommoSoTongoTongo	bracelet	sɛ́n+jɛ́
TomoKanSegue	bracelet	sàn+já
ToroTegu	bracelet	lɔ́tèèⁿ+sù
ToroTegu	bracelet	tééⁿsú
YandaDom	bracelet	nùmà+mɛ̀nú
YornoSo	bracelet	nɔ̀yⁿ+mɛ̀niý+ⁿ
BankanTey	necklace	kɔ̀rɔ̀+dúwà
BenTey	necklace	kɔ̀rɔ̀+dúwɔ̀
Bunoge	necklace	kɔ́l+lɛ̀
DogulDomBendiely	necklace	dùgéé+gù
DogulDomKundialang	necklace	dùgɛ̌ɛ̌+g
DonnoSo	necklace	dùgɛ̌+y
JamsayGourou	necklace	dù+gɔ́
JamsayDouentza	necklace	dú+gɔ́
JamsayDouentza	necklace	kɔ̀rɔ́+dú+gɔ̀
Mombo	necklace	kíí+ŋgú
BonduSoNajamba	necklace	dú+gàà
Nanga	necklace	dùgàn+jâ
Penange	necklace	pár+yè
PergeTegu	necklace	dùgɔ̀íì+ⁿ
PergeTegu	necklace	dùgɔ̀ììⁿ+kɔ̀rɔ́
TebulUre	necklace	dùgàí+yɛ̀
Tiranige	necklace	dùjɛ̀
TogoKan	necklace	kɔ̀rɔ̀+dìŋɛ̌ɛ̌
TommoSoTongoTongo	necklace	dú+gɔ́
TomoKanSegue	necklace	jìgè+ⁿ
TomoKanSegue	necklace	kɔ̀lɔ̀+jìgè+ⁿ
ToroTegu	necklace	dù+gɔ́
YandaDom	necklace	kɔ̀lɔ̀+dùgɔ̌+y
YandaDom	necklace	kɔ̀lɔ̀+dù+gá
YornoSo	necklace	dùgɔ̀ý
YornoSo	necklace	dú+gɔ́
BankanTey	earring	sùn+ɲírⁿé+y
BankanTey	earring	sùn+jíídì
BenTey	earring	sùsù+rⁿùbú+kúlíì
DogulDomBendiely	earring	káŋè
DogulDomKundialang	earring	búgù+l
DonnoSo	earring	búgù+lù
JamsayGourou	earring	sùŋù+ngí+dù
JamsayDouentza	earring	búkú+lù
JamsayDouentza	earring	sûn+búkú+lù
Mombo	earring	sùgù+lètù+lé
BonduSoNajamba	earring	sùn+sàgá+ŋgó
Nanga	earring	sùŋù+rⁿùgè+règá+rá
Penange	earring	búk+kûl
PergeTegu	earring	sùŋù+rⁿùgé+l+gé
TebulUre	earring	sùnò+mɛ̀+ndí+yɛ́
Tiranige	earring	sùŋù+nùyè+lèyè+lé
TogoKan	earring	sùgù+rùjèè+lé
TommoSoTongoTongo	earring	sùgù+lùjè+lèý
TomoKanSegue	earring	sùgù+jìgè+ⁿ
ToroTegu	earring	súgú+rúlì+sà
YandaDom	earring	sún+zèré+gè
YornoSo	earring	jèlè+jálá
BankanTey	ring (on finger)	nààsàá
BenTey	ring (on finger)	nààsì+mɛ́ɛ́níí
BenTey	ring (on finger)	nààsà+ɣá
Bunoge	ring (on finger)	nùmɛ́+sìíwò
DogulDomKundialang	ring (on finger)	nùmɔ̀+mén+nùŋ̀
DonnoSo	ring (on finger)	nùmɔ́+mɛ̀n+nù
JamsayDouentza	ring (on finger)	nùmò+sàɣá
Mombo	ring (on finger)	nɛ̀ɛ̀síí+pé+gè
BonduSoNajamba	ring (on finger)	nùmà+sɛ́+ndɔ̀ɔ̀+sà+gà+ŋgò
Nanga	ring (on finger)	nààmɛ́ɛ́+ndí
Nanga	ring (on finger)	lààsì+rìnjâ+sàr+tì
Penange	ring (on finger)	nɛ̀ɛ̀pè+gúsè
PergeTegu	ring (on finger)	nùwⁿòšììⁿíí+nɛ́+m
TebulUre	ring (on finger)	nùmàà+mɛ̀+ndí+yɛ́
Tiranige	ring (on finger)	númá+sèlè+ndé
TogoKan	ring (on finger)	nùmɔ̀+sàsà+gá
TommoSoTongoTongo	ring (on finger)	nùmɔ̀+sǎy+mɛ̀n+nì
TomoKanSegue	ring (on finger)	nùmà+sɛ̀ʔɛ̀+ⁿ
ToroTegu	ring (on finger)	lɔ̀sà+gá
YandaDom	ring (on finger)	nùmà+sén+zè
YornoSo	ring (on finger)	nɔ̀yⁿ+sà+gàý
BenTey	bead	dùwɔ̀íì
DogulDomKundialang	bead	dùgɛ̌ɛ̌+g
JamsayDouentza	bead	dùgɔ̀íì+ⁿ
Mombo	bead	pàd+yé
TebulUre	bead	dùgàí+yɛ̀
TommoSoTongoTongo	bead	dùgɔ̀ý
ToroTegu	bead	dùgɔ̀ì+sɛ̌y+ⁿ
Ampari	drink (sth)	nɔ̯ɛ́
BankanTey	drink (sth)	n+ɔ́
BenTey	drink (sth)	n+ɔ̌
Bunoge	drink (sth)	nɛ̂+ɛ̂
DogulDomBendiely	drink (sth)	nɛ̀ɛ́
DogulDomKundialang	drink (sth)	nɛ̌+ɛ̌
DonnoSo	drink (sth)	nɔ́ɛ̀
JamsayGourou	drink (sth)	nɔ̌+ɔ̌
JamsayDouentza	drink (sth)	nɔ̌+ɔ̌
JamsayMondoro	drink (sth)	nɔ̌+ɔ̌
Mombo	drink (sth)	nyɛ́+ɛ́
BonduSoNajamba	drink (sth)	n+ɛ́
Nanga	drink (sth)	nɔ̌+ɔ̌
Penange	drink (sth)	nɛ́+ɛ́
PergeTegu	drink (sth)	nɛ̌+ɛ̌
TebulUre	drink (sth)	ɲ+ɛ́
Tiranige	drink (sth)	ɲɛ̀+ɛ̀
TogoKan	drink (sth)	nɔ̌+ɔ̌
TommoSoTongoTongo	drink (sth)	nɔ́ɔ́
TomoKanSegue	drink (sth)	nwɛ̀+ɛ̀
ToroTegu	drink (sth)	n+ɛ́
YandaDom	drink (sth)	nìyⁿ+ɛ́
YornoSo	drink (sth)	nɔ̌+ɔ̌
BankanTey	thirst	nììnɔ̌+n
BenTey	thirst	nììnɔ̀+rⁿú
Bunoge	thirst	gɔ́ɔ́kò+gà
DogulDomBendiely	thirst	ɲúnɔ̀ɔ̀+n
DogulDomKundialang	thirst	ɲùlɔ̌ɔ̌+n
DogulDomKundialang	thirst	ɲùnɔ̌ɔ̌+n
DonnoSo	thirst	dììnɔ̀ɔ̀+lú
JamsayDouentza	thirst	nììnɔ̌+n
JamsayMondoro	thirst	nììnɔ̌+n
Mombo	thirst	mììkú+ŋgá
BonduSoNajamba	thirst	njé+ŋgó
Nanga	thirst	nììnɔ̀ɔ̀+rⁿí
Penange	thirst	mììkù+gá
PergeTegu	thirst	nììnɔ̀+rⁿú
TebulUre	thirst	ìnjì+r+gó
Tiranige	thirst	kɔ̀rɛ̀
Tiranige	thirst	mííkɔ̀+rɛ́
TogoKan	thirst	dììnɔ̀ɔ̀+rⁿú
TommoSoTongoTongo	thirst	dììnɔ̌+y
TomoKanSegue	thirst	jíínɔ̀
